commentText,Label
rahul gandhi what about sukanya rape case(where is she and their family missing till date)...you are a drug attict...thrown away from harward university...you still have italian citizenship.......,0
"at 1:18  Sonia ko dekho, zindagi me pehli baar pappu ke harkat per table thok ke khushi vyakt kar rahi hai....  Rajiv Gandhi ke mout ke baat pehli baar khush huvi lagta hai.  at least marne se pehle  PM seat ko gale nahi laga paya par kam se kam us seat pe baith ne vale ko to gale lagaya......   PAPPU BANGAYA GENTLEMAN. WHAT A SHAME  HOW CAN THEY FORGET THAT WHOLE WORLD IS WATCHING THIS........ CONGRESS IS A STORE OF DUMB ASSHOLES..   SHAMELESS ASSHOLES.    IS IT AN ACT OF PRIDE IN THE HOUSE ????      DESH KO  DESH KE SARVOTTAM SABHA KI MARYADA KO DUNIYA BHAR ME DESH KA MAZAK BANA NE VALI HARKAT HAI YE...........BESHARAM LOG.  THOOOO HAI IN PE.   JO DESH KI MARYADA DUNIYA BHAR ME NEELAAM KAR DIYE.",0
Modi u are terrorist,1
"wil this two parties will survive near future will priyanka gandhi expected return as future for congress will succeed or the family business will take a shape 

the congress and bjp  new party arising is that expected though they say but formation and making is all minds of people 

congress bjp replacment itself a big struggle 
but future is un certain even if people trying to bring make as future prospect  
creativity never allows existence of new one only those benefitted  and regional parties enjoyed by running thier family business  this all looked up change is certain 

congress bjp alternative looked up regional party will be -break the system of family business",0
Rahul fool hu ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
Rahul is great,1
"Modi ji again , zindabad bharat mata ki jai modi ji apko meri sari umar lag jaye",0
Modi idiot ,1
"Rahul don't need to hug extremist Hindu pm 
Modi is bloody raw agent",1
pappu fool hi rahega.,0
"Nice video
Rahul Gandhi funny click here https://youtu.be/tWDm07Ob2Tg",0
Isse jyada comedy toh kapil sharma bhi ni krr skta,0
"Rahul Gandhi buddhu zaroor hai, par Modi ki tarah fraud aur ochhaa nai hai.",1
Sorry modi bhai...terko next tym no voteðŸ˜‚ðŸ™Œ,1
look at Rahul gandhi face when modi mocking him.. its a clear hate in his eyes for him. And he says he has no grudge against him. Then why he keeps reoeating modi hatao modi hatao..instead of bjp hatao,0
Kam karo fake ji,1
Yar Rahul se koi jyada comedy nai kar sakta,0
Appriciatable,1
Modi to great  yaar tu age bad modi hum tere set h h,0
Too entertainingðŸ˜‚ðŸ˜‚,0
Jay Rahul ji,1
"Congress really needs a good face for PM

Shashi Tharoor an intellectual is media victimized,Chidambran has some role in 1984

Who is clean in Congress party and Modi Ji here is killing trade and business of small scale industry",1
Rahul Gandhi ji U r d best ðŸ™ðŸ‘,1
Modi my hero,0
Modi is lion ,0
"Karma is bitch - Shreemati Soniya Gandhi
What's she did with this country karma is doing same with her",0
"WAHT IS EXPECTED OF AN UNEDUCATED FAMILY TRADITION  ?  His mother lied that she was an Oxford (UK) graduate until Dr.Swamy nailed her lie which she admitted and tried to get out by saying ""It was a typing error> She obtained her Indian Passport and put her MP form flinging with lies filled in. Any other citizen would have been in jail for this . Mother and son duo, looted our country, which has been their family tradition  since the British were driven out. What can an uneducated criminal do other than perfect himself at looting ?? which has been the family tradition since the British were driven out ?  they are waiting to rob all they can before bolting from the country when the courts catch up with their criminality.
Thank God for Dr.Swamy who is a true patriot, constantly working hard to help the people and the country. The congress crooks are scared of him. Once the expected National Herald Scam verdict is pronounced, these top two or three crooks would take off with their fake passports with their fake ""Diplomatic Immunity""  to escape the justice. The uneducated (Family tradition)  Pappu is a seasoned criminal as well. Pappu (Born name raul vinci) and sonia (Born antonio mino), crook banana man vadra etc along with the vast collection of class one crooks of the traitors - the congress party -  have become experts in continuing the family business of robbing this country and looting the public coffers, public land, public resources, just to name  a few. It has always been public knowledge that the gandhi family have been looting the country systematically ever since the british left the country. With the fictitious claim as the sole obtainers of independence, the congress dawned the mind set that they were entitle to do with the country as they wished by proclaiming their right to do whatever with the county. If it was not for those crores of people who willingly sacrificed their families and lives for independence, there would have been no independence  The traitor congress and communists don't ever want to be reminded of people like Netaji Subhas Bose, Bhagath Singh, Sukhdev, Rani Lakshimi Bai,  chetrapathi Shivaji maharaja etc,  etc.. What has this lousy congress goons done besides enjoying lavish living in 5 star jails to collude with the british to divide the country ?  These (Paid)v intellectuals are another menace on our society. 
There seems to be no other name other than nehru or gandis , to name any and all permanent structures(be it a road, an airport, a bridge, a park, a hospital, a railway station, school or anything at all)  in the country since independence, as if there is no one else worth the memory except for these seasoned crooks. About time to get rid of these crooks. Fellow patriots, let us get our country rid of these goons and traitors as soon as we can. Bravo to our armed forces and our real freedom fighters.  Long live Dr. Swamy  for the sake of our country and our people.   JAI HIND",0
sc st sikh muslim mulnivasi ektha zindabad. We support congress ,1
Har har modijiiiiiii,0
 Congress is best modi make india currency down,1
"When I hear this man speak I'm ashamed to be an Indian, I mean is this how a Prime Minister behaves or talks?  He opens his mouth only to let a river of lie and deceit flow out. People who support him even now, are either born fools or blind.",1
Real Indian tiger NARENDRA modi,0
"Kashmir,  Khalistan,  Kerala,  Assam...  India must set its affairs in order.",1
Modi is best leader  I like it modi,0
Bjp win by 2019,0
Modi modi,0
MODI talking too much but actions zero manmhon better less talking beast actions,1
"Modi is the ultimate Thug, jiyo Mota Bhai",0
Modi best bolta he,0
If he won again 2019 then india sirf gujraat ke naam se jana jayega...,1
super modi ji,0
Nice modiji,0
Pappu look like mr. been ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
"rahul is a great insaan , modi is a top 10 criminal . pata chal gaye yeha pe , modi very bad sure . Google search",1
Modi fool,1
Rahul is great,1
modi hatao desh bachao,1
Love u modi g,0
hey chaiwala do you even know how many zeros in 1 billion.... you  illiterate eunuch (modi),1
I'm proud 2 say our pm is Modi ji ðŸ™ðŸ‡®ðŸ‡³ðŸ‡®ðŸ‡³ðŸ‡®ðŸ‡³ðŸ‡®ðŸ‡³,0
Fir 1 bar Modi Sarkar  modi again,0
Har har modi,0
Har har  modi  ghar  ghar  modi,0
Jai modiji Loper Rahul,0
Jai modi,0
PM has not maintained his status as PM in the parliament. Very cheap mimicry. Here BJP MPs also joined PM in his mimicry. He should know worldwide people will observe this. Nobody is maintaining there status. We have become shameless.,0
"Every True Indian wants Rahul Gandhi as PM....har jayega Bjp......
.aur West Bengal mein Didi jitegi..........hume Modi nahi chahiye.hume baksh do.hume shanti do...",1
Jai modiji god bless you ji,0
Modi can only deliver dialogues .,1
"Not a shred of dignity as a Prime Minister of a great nation as ours. Sadly, his gestures to mock Rahul are more befitting a stand-up comedian which of course he is or may be a circus joker.",1
Loper Rahul,0
Rahul best,1
RIP mature politics.. BJP,1
Talk about notebandi and gst and rafale rather than doing same old comedy in parliament. White old monkey. ðŸ’ðŸ’ðŸ’ðŸ’©ðŸ’©ðŸ’©,1
Very difficult for Rahul to become next Prime Minister. He is acting Childish.,0
Rahul's Pm  2019 Ka,1
I like you modi ji,0
Congresses total fake,0
This is not  prime minister. ...this is a world no one  big joker. ..(circus ) first and last very big mistake all Indians this modi,1
rahul sir superb,1
modi again,0
congress fraud party hai.,0
Well said modi ji.mental Rahul Kae barae main.,0
Our India Next pm Rahul Gandi ji win,1
go back modi,1
Mr . Rahul Gandhi If you think that it's very easy to make relationship with our honourable prime minster Mr .Narendra Modi then you have to be honest Courageous and brilliant Like honourable  Mr .Vladimir Putin . Because this is relation it's not like your political business. Trust is worthy do not selling it to the market very easily .,0
Jai ho modi sarkar,0
"that idiot is biting nails, when you cant do anything you better bite your nails",0
Jai modi jai modi jai modi jai modi jai modi jai modi jai modi jai modi jai modi jai modi jai modi jai modi jai modi jai modi jai modi jai modi,0
Jai modi.. jai modi jai modi.....,0
Save India from Modi & amitshah,1
I love modi bcoz of memes i wanthim the next pm,0
"Rahul made sense, at the same time gave a gr8 answer to haters. It may be a political gimmick, but a gimmick of gandhigiri. He didn't mock anyone. Didn't insult anyone. While Modi's speech was full of hatred",1
2019. Bjp,0
"Next india prime minister ""rahul gaandi""jai congress",1
Monkey and  modi same to same ..Monkey live in jungle modi live in society that's the difference only..,1
pm is like mad,1
"To be honest it was very UNPROFESSIONAL of RaGa to do such a thing. I guess he was trying to do something out of the box like Modi sometimes do (selfies, fitness challenge,etc) but it backfired coz RaGa over did it.",0
Modi is best,0
nice one,1
congress ne desh ko barbaad kiya.. Fraud,0
Modi u r legend,0
Rahul gandhi ðŸ˜…ðŸ˜‚ðŸ˜‚ðŸ˜‚,1
The question couldn't be answered...#shamePM,0
"Rahul gandhi es beast 

He deserves to be a PM 
Modi is just 2 month baby in front of him",1
it was a good gesture from mr gandhi but mr modi instead of appreciating it mocked mr gandhi which always do unnecessarily showing his egoness,1
Pm he ya dramebaaz...lakaddin,0
nice modi ji namskar modi ji,0
Please vote modi for our own safety,0
Rahul is better than illiterate modi,1
I'm not a supporter of dumb Rahul Gandhi or Sashi Tharoor or Modi. But Can anyone tell me how Modi is reason for Indian economic growth??? What are the steps he took?? What did he do for it?? Anyone??,0
He is my clever pm shri modi g no one can make him fool he knows everything,0
AMAZING comedy by rahul gandhi,0
this is so embarrassing to watch how is rahul gandhi alive ndjdhdkdjskdnsjsj he got roasted omfg,0
Very good pappu ðŸ˜›ðŸ˜›ðŸ‘Œ,1
Next pm Rahul,1
Rahul is nothin but a trash box,0
Bjp again,0
2019 pm modi jai BJP,0
Rahul..u r just great..,1
Very good modi ji,0
Rahul speech is greatest,1
l love Modi ji,0
Lots of respect rahul sir.while rahul  sir is deliberating speech the MLAS who are laughing at him are pappus,1
"Rajiv Gandhi's son should be given a chance to be the Prime minister of India in 2019 Rahul for PM in 2019..Give Rahul a chance
India to prove that he's not a ""Pappu""..Rahul Gandhi is just too young at heart even though he is above 45 years of age. I don't thing Rajiv Gandhi and Sonia Gandhi 2 greatest leaders India had and their bloodline cannot be incapable of leading our nation. Mr.Rahul Gandhi make sure you prove it once and for all that you are not a pappu the stupid ..So my India brothers and sisters
let congress win the 2019 elections and Rahul Gandhi a chance to prove his worth in Indian politics as PM of India. In case Rahul
wins in 2019 If rahul failed to prove he is not a stupid and worthy of being India's  Prime minister after become the PM in 2019 then we well not hear of Rahul Gandhi anymore. No matter waht Give Rahul Gandhi a chance to prove his greatness India vote for
Rahul as the PM of India in 2019. I'm not against Modi government but i think India should give Mr.Rahul Gandhi a chance.",1
Started like a Gandhi..Ended it like Pappu..... RG is like me .. Semi literate... Always not prepared for anything..,0
Pappu the prince of foolishness,0
World's best comedian Rahul,0
"Congress has hardcore voters of zehadis ,corrupts ,ultra left and deshdrohis. The forces ganged up to promote and eulogise the caste and family based parties  for opening the flood gate of corruptions ,looting ,antinational activities ,tax evasion ,zehadis and ultra left activities unabeted.",0
Rahul jiðŸ‘Œ,1
Rahul gandhi zindabad,1
I donot like modi at all . He face even looks wicked.,1
EVERYONE is happy because of the Raul Gandhi.  I like him because he is good man,1
pappu fool,0
Rahul Gamdhi is a Gentlemen.. unlike PM Narendra Modi,1
Modi is good,0
Kuchh baat hai ki hasti meet ti nahi hamari . Modi jee you are the best person who has every ability  from making  india a economic powerhouse to farmers best day comes in your regime to today our passport is most valuable in the world and lastly great humorous ability to flat the namdar. Who so ever make comments against modijee kindly see the situation in proper prospective. Thank u,0
"This guy is very true,actually only this person as spoken straight against Modi in Parliament.the reply  to his questions  was like a joker in circus mimicking Rahul.Modi doesn't have a seriousness of a Prime Minister .He can hug different heads of the country.

 

 


Reply


 
 
Md Shahin baksh 
10 hours ago",1
"modi is the best,,,",0
Duck off bjp,1
rahul Gandhi zindabad,1
 PRIME MINISTER 2019 - RAHUL GANDHI ,1
Superb modiji..,0
Plz mister rahul relax india is not your shop that u will sit after another gandhi we r fed up u want only rule on ilitreat people u can govern,0
Will never vote for Modi jumlebaz,1
"Truth always truth. But, Rahul drama watch all over India  can't hide.",0
Le pappu u can't pm in ur life....hard worker can pm,0
rahul is crook ..... bastard and cunning person,0
2019 100% cogreess ka hoga parewad band hone pe,1
Modi studied Rahul very well. Rahul just failed in doing so and behaved like a real Pappu,0
To good modi ji ,0
We wish that congress come in power in india bcz this is d party whch work on developmnt....rahul gandhi will be our nxt pm of india  i challeng bcz people of india now understand the tactic of modi and yogi governmnt...,1
Bloody bird brain is not even an Indian what patriotism do we expect get him?,0
Rahul rock modi shok,1
Rahul Gandhi for next pm,1
One man is modi who will become  prosperity and progressive india....the only man...janta ko inka saat dena chae....aur rahul to pappu hai....os kuch nahi dekha...amir shajada hai wo to aam public ki problm ko nahi samj sakta    .....plzz vote for modi ji...jai hind...,0
Next PM RAHUL,1
Modi ji got no chill.. Savage,0
Mother and son desperately wants to come back to power to avoid jail terms.,0
I love BJP............Modiji ap to chha gaye,0
"Pm modi is great pm..
Hama ASAhi pm chahia",0
CONGRESS is great,1
Modi is the best option for the time being,0
BJP Zindabad,0
Rahul Gandhi honest hey,1
2019 me Bjp ghadbandhan sarkar banayegi......us k baad ittihas ka koi path bann kr bhartiya rajniti se gayab hojayegi.....ye ganit congressi chanakio ko ache se pata is liye modi ji darame enjoy kr rahe hai....ðŸ˜‚ðŸ˜‚,0
"have seen 1st time ever pm who is working hard for us country  all r trolling on him .... actually they r not suppose to live in this country  . congress has been  ruled 60 years in this country  they did only corruption corruption corruption..
U have been seeing in the news daily 
Fuckers who hate modi",0
Congress is always best yaar ,1
Modi jii  pm always,0
Pappu fool hi rahega,0
Modi ji tusi great ho yaar,0
Modi is great,0
modi  is lier and faku sala and biggest problem they entier people of indian,1
nice,1
"I don't know why people mock Rahul Gandhi for calling himself Pappu. It shows that he doesn't let petty things get to him while other MLAs are laughing their butts off. In all seriousness, he did raise some valid issues that should have been taken seriously but his winking provided PM fodder for an entire year's worth of mockery. RIP, REAL issues.",1
Rahul comedy,0
"WE  ALWAYS WITH  MODI JI  . HAR HAR MODI  GAR GAR MODI.  
ONLY  BJP  ONLY MODI JI",0
Rahul Gandhi and his Corrupt Criminal Congress Party wasting time of PM Modi ji.,0
s  modi  hataw desh bachavo,1
Wow super rahuljj,1
God bless you Rahul,1
2019 me fir se modi,0
"modi your behavior ugly ,modi not a best political leader, next pm rahul",1
Next PM RAHUL GANDHI,1
Modi Ji is the BOSS,0
Very nice ðŸ‘,1
"Whatever Rahul Gandhi said in his speech was up to mark, people really have no argument when he makes one and hence start calling him names .Nevertheless he was right in whatever points he made while on the other hand modi acting all immature in response ,well couldn't expect more from his teaseller brain.  He runs a business not a country",1
Worst PM ever,1
Modi is anti national,1
Rahul really expressed his emotions ðŸ˜ good sign to him but but next also Modi is the PM,1
Modi rocks,0
"Rahul again self goal 
Please u continue as a congress pm candidate 
Bjp will win very easily again",1
Worst PM ever...,1
"Modi Hatao, Desh Bachavo!ðŸ˜…ðŸ˜‚",1
Lion Back in 2019 ðŸ‘,1
Modi only support for Ambani adani not for Indian poor people.he is big liar. What about 15 lackh. Increased jobless people in India. He spoke bold and loudly but practically his activities very bad.,1
Big liar modiji,1
One chance to rahul.....,1
"Three Cheers  Rahul Gandhi !!! Very proud of you !!! Impressive speech....left the Bjp and its ministers and its followers squirming.  
This is just the beginning !!!",1
"Modi the master of deception, a vile human being and truly an extraordinary liar who can't stand any independent media. Rahul may not be a great orator but he's a better person.",1
"Rahul Lol ðŸ˜œðŸ˜œðŸ˜œ
Great Modi ji 2019 Pm of India
I love my India",0
Rahul buhat acche hai wow,1
The dumbest public stunt done by Rahul Gandhi and give chance to roasted by PM..,0
Pm modi rocks,0
"Rahul Gandhi by his Modi hug  tried to garner public sympathy a la Munna Bhai's  (Sanjay Dutt) which evoked  "" Pagle Rulaega kya"" response. RG not only failed but made an ass of himself. His hug has now become synonymous with ""Pagle Hasaega Kya"" & friends now have to remind after hugging that its genuine hug & not Rahul Gandhi hug.",0
Whatever Rahul Spoke was more louder than his action and on current situation from which country is suffering.. But what Modi answered was completely a comedian act instead of answering questions put on him,1
Rahul is a good person. And modi worlds no 1 criminal..yeh main nahi keh raha google keh raha hain khud deklo type karke.,1
Haha I love modi yaar,0
Immature... 50 yr old toddler and dynasty wants to hand over the life of 1.3 billion ppl to this juvenile...,0
"I love Modi .....
    .....what a man !!",0
Modi knows only how to act but does not know how to rule the country. stupit,1
Super Rahul Gandhi jindabaad,1
Modi is such a joker,1
Modiji u r amazing..... how can u stop others ...... this quality is awesome sir.. we are honoured to having a such PM like u .... lots of love sir... ap aise hi kaam krte jayie hm apke sath hain....,0
Congress zindabad,1
This old guy modi is becoming stupidier day by day,1
great modiji,0
Modi get lost from India ..and you tour in some places,1
Modi wins rahul happy lost,0
We want young leader now...,1
2019 will predict India's future. Congress is great,1
By reading the comments I can surely say that BJP is going to win again in 2019,0
Modi is frustrated,1
"Please Rahul, dont destroy our country",0
Modi's savage ðŸ˜‚,0
Shame on mr.modi n bjp agenda,1
0:32 before that just get a clean chit from supreme court on all scam done by congress party. 1:22  achievement of soniya gandhi.,0
Yeah Modi ji rocksðŸ˜ðŸ˜â¤â¤ and pappu as always shocksðŸ˜‚ðŸ˜‚ðŸ˜‚,0
Rahul rocks. Saffrons are butt-hurt.,1
love rahul and congress,1
Modi is the cheapest pm  India have ever seen,0
RG is a comedian!,0
rahul gandhi speech is very good,1
"Congress lead Rahul makes Mockery of Indian Parliament by  winking eye signal. He don't deserve his position,  à¤®à¥‹à¤¦à¥€ à¤¨à¥‡ à¤ªà¥€à¤›à¥‡ 4 à¤¸à¤¾à¤² à¤®à¥‡à¤‚ 50 à¤¬à¤¿à¤²à¤¿à¤¯à¤¨ à¤¡à¥‰à¤²à¤° à¤šà¥‹à¤°à¥€ à¤•à¥‹ à¤¬à¤°à¤¾à¤®à¤¦ à¤•à¤° à¤²à¤¿à¤¯à¤¾, why congress not telling this. Congress and Muslim will never say good to Modijii. Under Modi India is Reclaiming.",0
PM MODI ALWAYS ROCKSðŸ˜‚ðŸ˜‚ðŸ˜,0
"Cheapest PM in Indian history. 

He just know how to curse n mimic.. . We didn't even expected proper answers of allegations .. 

I regret my vote in '14.... 

He is just a bullshit…support congress",1
Vote for bjp,0
Just lol rahul,0
Even Modi did not anticipate that Rahul is such a jackass,0
Modi is the best pm India can ever have...haters can say whatever they want....we support modi.....Congress is a filthy scam party......,0
"So called PM failed in every aspects of governance.  Modi is good for nothing pagal hai. Ye chaiwala hamare desh ko kya chaheye...?
  Only hope in future is on Rahuji gandhi...",1
The biggest fool of India  is Pappu.,0
Rahul made the history... and he is the merchant of love..,1
Cheap PM that India has seen.,1
it's the end of Congress era. Modi will surely win in 2019 elections.,0
Rahul stil to learn more.. V love Modi,0
"My dear friends, Congress Party is a dead party--it has now become a  party for the terrorist sympathizers.  An idiot man is the President of this party &  old and obsolite leaders are operating this oldest party of india. All the problems which we are facing now  are created by the congress. They hate soldiers, they hate Hindus,they hate Martyrs, overall they hate the major citizens of India. In the next election You have the last chance to throw them into the Indian Ocean. Pl. riject Congress my Hindu brothers & sisters, otherwise you would be ruined by this party--no doubt about this !!",0
Rahul ji's wink better than modiji's mimicry,1
Some Hindus supports bjp bjp supports RSS RSS promotes violence terrorism riots if someone loss their live bjp voters will be responsible for their deaths,1
Whatever rahul is the one and only handsome politician,1
One of the worst human being in India.... That's Rahul Gandhi for u....RaGa the waste of India...,0
king of india,1
Go back modi from India ðŸ‘,1
"well 7600 bjp vs 650 congress....
future is now crystal clear",0
rahul is such a stupid..he always makes fun of himself....congress lost there face now...bcuz they put up rahuls stupid ass up there,0
Outstanding,1
A vicious pm is a danger to nation..support congress,1
"Naredra modi is uncivilised men Inn the Indian history
Modi ko assembly mai nonsense topic karny ke elava orr kuch he attta sive chaye banany keðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ desh ko fudduuu bana raha hai  s...l...a.  c........ Ya",1
Joker,0
Rahul is cute smtimes,1
Fools praising moti aunty learn something from Rahul.this is how to tackle morons who speak ill for you,0
I love You Modi Sir ,0
Rahul rocks!! ðŸ˜Ž,1
"Thats Our PM Modiji,Luv u a lot.Knows to to give reply in every field.",0
Absolutely fantastic the way Modiji responded with humour to that nonsense by Rahul Gandhi with obviously no coaching or prompting. Plain intelligence. ðŸ‘ðŸ‘âœŒâœŒ,0
illiterate person modi,1
"PM is ready to react & respond on such nonsense...   But he will never answer to AP problems....     What is that bloody gestures....     Are you PM or  ""______""???",1
"In the next election I hope congress does not win a single seat, they are such a nuisance. Deliberately wasting valuable time that can be spent on more important topics. This is not a joke or drama school. I hope another party forms opposition in 2019. Progress needs to be further fast tracked.",0
Modigo back,1
the boss,1
"Rahul sir rocks... good startup for 2019 election campaign.
All the best Rahul sir...",1
modi go to hell..,1
"Immature   foolish   behaviour . Winking  in Parliament   such a  shameless  act  . I'm  not  a supporter of  any party but  such immaturity  is unacceptable  .  This  will  become one of the issue during elections in 2019 . 
Instead of being  over ambitious and  focusing  on himself  (   RG  )  it would be better if  he  uses his  brain  in country's  progress  .  In coordination  with the  current  government  and   prioritise  on  India's   welfare  ðŸ˜‘ðŸ˜‘",1
Modi rocks pappu shocks,0
2019 Modi Finish...,1
Joker,0
We want Modi Modi Modi again Modi in 2030,0
"papu and mamas plan was to show some drama and impress everyone including bjp ,but unfortunately he is so stupid he got over excited when he got a chance to hug modiji , then he showed his true colours unexpectedly in front of everyone...from his words really we have to check if he is taking any drugs and coming to parliament as swamy said.",0
Rahul has no class.. he's not meant to be in politics.. and congress is visionless party now... it's stupidity & a sin to vote for congress in today's times..,0
"Can U imagine how dare pappu Gandhi who has no decency, follows no protocols, behave so irresponsibly like a spoilt brat in Loksabha & hugs a 70 year old prime minister with such an idiotic manner ðŸ˜  yeah donkey ko people expects to become the prime minister in 2024 ??????  Hum saab Hindustanii Chuthiyaa hain kya ðŸ˜¡",0
I know he doesn't deserve PM post but he is nice person..,1
"Lol the trial that he has done to impress BJP wasn't bad honestly . But he got busted the moment he winked. Is that why he still can't win People's heart bcoz That was TRULY BAD ACTING . Atleast he could hold some breathe with some emotions till the end of meeting . 

Such a foolish move that was and yet he is so desperate to be the PM of India . 

Thus the conclusion is Neither rahul can be a good actor nor a good politician.",0
Feke modi....,1
I salute Rahul ji,1
Rahul is best,1
"i am not a congress supporter,neither i support rahul gandhi

but trust me thata enough

even that person nice and genuine act back fires him

i just hate it

we are no body to degrade anyoneðŸ˜‘",0
"Hugging n winking..  What is this drama pappy..?  One family has looted our country for 60 yrs..  Now we are not fools.. We can judge now,  who is real n fake..   People became very smart now..  We are now united to save out Barath Matha..  Jai  hind",1
"next pm modi..... 
Hathi chlta h kute bhkte h 
bjp 
Jay Sri Ram har har mahadav 
Jay jawan Jay kishan....",0
"Is he dreaming to India's next PM?
His speech & body language  is childish.
He is simply not intelligent enough , not even minimum merit to be a local councillor.",0
East or West modhi is the best ðŸ˜˜ðŸ˜ðŸ˜†ðŸ˜„,0
Rahul Gandhi is great otherwise feku speech by modi,1
feke,0
#GetLostModi,1
#RahulPeoplePM2019,1
Rahul the best,1
"2:29   solid answer... 
3:07 superb answer... ðŸ˜‚ðŸ˜‚",1
Modi's speech was wonderful and sensational. Rahul you are still to grow up.,0
That wink though! ðŸ˜ The whole Gandhi khaandaan could have become great ramp models. ðŸ˜ðŸ™ˆ Fukat mai politics mai ghuss ke khudka mazhaak bana rahe hai itne saal. ðŸ˜©,0
Pappu is a real Pappu. He is One of the worst leader in Indian History. I am very sorry for Sonia ji.,0
Excellent speech Rahulji u have teared the arragont modi face .soon people of India teach a good lesson to lier modi,1
"That wink showed how insincere he is. He told he has no hatred and even hugged Modi.But then he winked,which made it clear it was all drama .",0
Lest kick Modi out of India every thing is tuff for Indians in Modi govt... How dare you to talk about funny incident in such a big house being a PM shame on you Mr......,1
Wow,0
"Pappu"" Poor foolish fellow. Shame on you  (RAGA )Nation.  Namoji is Great.  But you RUHUL u must learn  decorum  of the Loksabha. Your behaviour  is foolishness. Who guided  you to hug the GREAT  MODEL  OF THE NATION MODI JI. HOLE NATION SAW YOUR MISBEHAVE.",0
Modiji i voted to bjp and i had much hope you would curb curruption but you seem to be working for the welfare of some businessmen very sad sir sorry,1
These was papu's worst mistake. He shouldn't have blinked. Modi will win again!,0
Rahul himself called fool,0
very very cheap reply by Modi,1
Pappu Rahul Ghandi zimdabad Congress best,1
"1:20 Rahul Gandhi left eye wink.
Indian parliament is a comedy circus",0
"Rahul gandhi was showing modi ji that what modi ji used to do as usual. 
Bt pm modi ji took some different meaning of that, rahul gandhi came there to show him mirror bt modiji hadnt got that n thought he came to take his seat... ðŸ™‚ðŸ¤”",1
What a great reply,1
"I wanna see sir Rahul Gandhi  ruling over India ,",1
Seriously it's clearly given that this dumb creature aka rahul doesn't know a thing bout politics does he....yes?,0
modi go back,1
Rahul jindabad,1
"bjp destroying India.. is it really possible that none if the bjp leader is corrupted..

I HV worked with these people..

actually they do it in much more meticulous way..

n 

they harass u .. so that u wouldnt open ur mouth..",1
Rahul is praising Modi while Modi is making fun of Rahul.,1
Modi ji best pm,0
"Rahul was fantastic... This was his best speach all thses years. But he failed to maintain his dignity till end atleast.

As always MODI ji utilized it very cleverly.

I wish he had just touched modiji's feet( than trying to hug him) and go back to his seat with seriousness and dignity till end.",1
As a PM he should speak with some decency and should respect a opposition party leader.,1
modias is only better in self praising and jhumla...next time India should elect some educated person.,1
"Superb Rahul 
Tore Into 
fake Modi and gangâ€™ s territory 
Fekuâ€™s is a liar, wife abondoner and so has never,  and will never understand  emotions 
He only knows to do loud acting and drama",1
Feke....,0
2019 Rahulji will p m,1
Rahul is upcoming power leader for india,1
Only congress,1
Rahul is best,1
Narendra Modi will be PRIME MINISTER OF INDIA UPTO year 2029..,0
Rajiv Gandhi was a man of charisma and brilliance. Cant figure out anything with rahul.,0
U cant cheat the people all the time mr modi....sure u will loose ur power...then see u in your own tea shop..,1
Rahul gadhi zinda baad,1
modi is great...................,0
"Rahul gandhi needs to study how to give better speeches,",0
Nexr PM Rahul .,1
Modi ji we love youðŸ˜˜,0
Rahul Gandhi did the right thing by hugging the Prime Minister.  It's all about brotherhood and working  together  which is so important  for this very stressed  country. Whatever  may be the similarities  or differences between  Congress and BJP for once please unite as ruling and opposition to work for the country  for its citizens,1
Experience matters .... It's a modi ji... U can't defeat experience.,0
Rahul GO BACK TO ITALY,0
Modi modi love you sirðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ’“ðŸ’“ðŸ’“ðŸ’“,0
"This time Rahul was well prepared, Modi was not able answer related to jobs, GST and more.",1
next PM ...rahul,1
Modi ji jindabad,0
100% modi again 2019,0
Rahul hails Modi Fails LoL,1
rahul u great,1
I will  always support modi.,0
ultimate modi,0
"First time Modi was outshined by Rahul by his speech, hug and wink. Rahul nicely set agenda for 2019. Now Modiji is clueless.",1
Rahullllll is fool,0
Only educated person can understand the act of Modi act as good and superior to any other PM.....Others are support Congress and terrorism...,0
Modi rocks rahul socks,0
worst PM ever India witnessing..congress is best,1
"I am sure, it is breach of protocol. Inside the parliament house nobody should be allowed to walk to the PM, let alone hug PM. Is it not a security breach? Action shud be taken against Rahul Gandhi. From his wink, it is clear that it was preplanned. It was not spontaneous. He hates Modiji so much, howÂ  come this sudden devotion.",0
"The PUBLIC of India must SLAM the BJP in upcoming elections , the only issue is the level of talks the PM and his party does connect them with lower class people and people get happy - arey ye to hamare jaisa bolta hai, but that's not how PMis ought to be",1
"People just see Rahul 
It's doesn't mean he is bad
But modi ne majak uraya it's not good
Next time congress",1
"Rahul being a Gandhi scion doesn't believe in Gurukul, an ancient Indian culture to evolve. They act as a born leader with arrogance, with mindset of dictating each and every term even to hug or to be hugged.",0
Modi is leader of nation in true sense,0
First of you all request not to call Rahul as a Gandhi...... You all should have to read his history.......He is from Nehru family then how he become Gandhi....,0
Rahul nailed it.... He has grown in to a leader,1
Rahul Gandhi is a genuine person but Modi is a big thief plus dramebaaj....,1
