commentText,Label
If congress cashed in last 70 years then why not Bjp can cash it ? Media and opposition needs to  be shunned for such question . Yes nationalism will bring victory for Modi and defeat  for congress . Tyagi you are intelligent but do you think Rahul is better than you if not why he not you? This answer your question . What you did and doing needs introspection. Indria has ignored our sacrifices . She released 93 K pow but failed to release our own security personnel. Army always fights but leadership cashes the outcome.,0
"Don't tray to teach the Indian or nation about nationalism,  we better know,  you bjp  don't know",0
BJP aur Gaurav bhatiya thief hai Modi bhi chor hai,0
Modi ji u r great PM,1
"I think all opposition party to stop participating in any news channel debates. All news channels are purchased by bhartiya jumla party. They are breaking all the words spoken by opposition. No debates no press conference any more. Once opposition do so, jhandu media will be finished without TRP.
All opposition party just go to public and tell them about the jumla baba's failures in his tenure.
Jai Hind. Bharat Mata Ki Jai.",0
Debate is useless. There is no proper reply by the ruling nor opposition Pls do not invite them. It is better to invite common man.,0
bjp thief  party  hai,0
Modi thief hai,0
"we have to save nation
we should support congress",0
don�t forget congress,0
BJP can do anything for vote ,0
"*Fake MODI NE ,, 5 ,, SAAL ME EK BHI
WADA PURA NAHI KIYA JO ,, 2014 ,, ME BOLA THA* ,,,  370 ,,, EK BHI KASHMIRI PANDIT KO NAHI LEJA PAYA KASHMIR ME ,,,, ITNI BHARI BHUMAT HONE KE BAAD BHI ,,,, RAM MANDIR PE EK ORDINANCE YA EK KANOON NAHI BANA PAYA ,,,, GAU MAATA PE EK KANOON NAHI BANA PAYA ,,, GANGA KI SAFAI ,,,, NO JOBS ,,, NO VIKAS ,,, NO DEVELOPMENT ,,,, PETROL KA RATE ,,, DOLLAR ,,,, GAS KA RATE 1000/- PAR KAR DIYA THA ,,,, G S T ,,, AAB TO BJP KE MANTIRI NE BOLA HAI NOTE BANDI KARKE KISANO OR SAB KI KAMAR THODI HAI ,,, FAKE MODI NE ,,,,OR,,,, BHUT SE JHOOTHE WADA KIYA THA JO BAAD ME BOL DIYA KE WO TO EK JUMLA THA ,,, BESHARAM JUMLA PARTY ,,, B J Pigs ,,,,,",0
BJP RSS desh ko khatam kr denge,0
News very nice 👌,0
Modi hai to Rogi hai.,0
Bjp go away,0
Please do not tell any more  lie india media always  tell lie in every field,0
"Congrajulation pakistan air force to defeat india in dog fight 
ACCORDING to western media",0
"Bjp is mean, bjp rashtrawaad k naam par sirf satta chahiye",0
"B J P ,,, Fake moDI OR INTELLIGENCE ,,, 
SAB KA FAILURE THA ,,,, JISKE WAJAH SE ,
HAMARE JAWAN O KI SHAHADT HUWI THI .
INFORMATION HONE KE BAAD BHI ITNI LAPARWAI KIU HUWI !!! , 300 Kg , VISPOTER KAISE AYA USKE BARE ME BATAYE FEKHU MODI ,,, BESHARAM JUMLA PARTY ,,, B J Pigs ,,,,",0
"In 10 days adventure india lost their (42+2+6) soldiers and 2 jets, one helicopter. They celebrating victory what a shameful. Modi exposed as a terrorist. You need to watch international media",0
"Bjp great 
Through bjp india become terrorist state in oic",1
"Modi govt best hai. Jai HIND,JAI modi je",0
All the channel they talk abt the superflous  issues which is not pertaining to the problem of youth,0
No any channel we see that they are debating abt the basic problem of the youth,0
Unemployment and inflation is the     greatest problem which youth has been facing,0
This debate is not useful at all.Let our powerful forces give the befitting reply to our adversary and the need of the hour to debate abt the problem of the people of this country,0
"We want only modi 
MODI he to mumkeen hain",1
Namo again,1
Narendra Modi is only hope of developing India,1
Only for bjp,1
Only Namo Namo,1
Har har modi ghar ghar modi.  Vote for modi jii,1
I hope come pm next modi,1
I am very happy. Because. Our country want food and weapon need. Good pm modi,1
For development of our nation Vote for modi.,1
Right madam,1
Real Women Empowerment by Shree Modiji. Proud of Sitaramanji and Smrutiji.,1
"Yogjji and Modiji you are both awesome
Great leaders",1
Again and again modi Ji.......,1
2019 bjp 300+,1
MODI AGAIN AND AGAIN 2019 OR PEHLI BAAR BJP 543 SEAT JITEGI,1
Modi again,1
Narendra Modi again,1
First time hearing Sitharaman Madam in Hindi. She is a role model of women and girls in this country.,1
Great job...bjp gvt....jai ho namo.,1
BJP will come to Power in 2019 with thumping Majority,1
Only modiiii,1
lndian tiger,1
"2019 me Namo Namo Again only Modi ji desh ki Bikash k liye.. Modi ji ka sath de or desh ko age le ke chale, Modi ji is the best PM in india",1
2019 is not for bjp ...some one will else only,1
Modi ji is the greatest prime minister of our country,1
"Anti-Hindu and Anti-India Corrupt Criminal Congress Party, Leftists, and Communists Mukt Bharat.",1
fake pm jhute bade,0
Namo again,1
BJP will win 2019all,1
Modi ji great hai,1
Great work PM ji aur sabhi hamare BJP karyakarta,1
my vote for  bjp ,1
Modi modi best pm,1
Those who have looted Bharat for 60 years are winning by lying to people . The people should understand this and kick out congress and other corrupt parties who are with congress.,1
"modiji jindabad 2019 
320+sits jitha",1
Modi ji great,1
We always with our great PM Modi.,1
"Only modi modi modi modi modi modi modi modi modi modi,",1
Bjp modi great,1
"Vote for india
Vote for modi
Vote for bjp 
Vote for kamal kaa full
Vote for one nation one policy one unity 

..my vote   your vote  our vote for bjp...


Raja Ramchandra ki jai
Warcry of Rajputana Rifles",1
THE GREAT LEADER OF INDIA EVER SHRI PM BJP MODIJI,1
"congress is a traitor to Bharat and Hindus. Congress is the agent of China, Pakistan and Vatican",1
Best PM of our country,1
2019 only modi sarkar,1
only bjp in 2019,1
"Proud to say that Muslim BJP worker singing Vande Matram.
Shock for INC.",1
modi ji again 2019,1
"Soo many things need to happen when a new pm is elected in india

Give kashmir to pakistan (end war)

Give indepemdance to the sikhs (khalistan) 

Solve the issue with thr slums 

Many more issues",0
Modi is literally the Trump of India. He's not the problem but the symptom of wider social issues,0
This thief chowkidar is the most corrupted person who will not even win MP election,0
I Love you modi,1
It's interesting how any news remotely about Modi becomes a ground for Hindu bashing. Remember these are the same people who say that Terrorism has no religion. Why the double standards?,0
this guy is right wing thus he doesn't give welfare..,0
Time for Modi to give up,0
"India doesn't need PM who's trolls spread venom on social media platforms on basis of religious grounds. Modi has been worst PM and curse for India, he's marketed brilliantly with collusion of News channels and print media. In past 5 yrs almost he has spent 5,500 CRORES on self publicity and his PAID trolls argue thats on endorsing schemes.",0
I love you Narendra Modi ji....,0
Modi supporters talking about unity and being secular is like a pure vegetarian person talking about how tasty chicken meat is.,0
"What has modi done , that you all support modi?",0
"CONGRESS WILL WIN AND YOUNG prime minister will work for young generation,not old 68 years corrupt guy",0
Nonsense. Western media always keen on magnifying Indian issues & overlooking the monumental progress. Its time now the western dominance of world narrative is challenged & displaced. Inevitable IMO.,0
Modi Ji for 2019,1
India is a Hindu nation. G to hell you bloody manipulators.,0
Modi is like Hitler.... He is winning by killing Muslims in public like Hitler.... Please spread this news... Modi will kill all Muslims and Christians in 2019 India,0
"Show correct map of India.
Or will keep disliking your vedio",0
Communists r waste. Where do these farmer rallies r getting the funds.,0
"I was a die hard Modi supporter in 2014. But False Promises, Lies, etc, for past 5 years, have really Changed me. I will vote for anyone but the BJP !!! The Electronic Voting machines, should not be used again in 2019, frankly speaking.",0
"All will finish by mullah,,Then they will finish..only true saint monk alive..all",0
Modi the current PM was not high ranking member of RSS hahaha BJP is a secular party that helped Muslim women and also legalised gay rights . Your reporters France 24 are doing a very bad job . Replace them. Modi will be back again with more majority and Macroon will not .,0
Modi is great for world,0
Hindus killed >>>>> Muslim killed. France must take in all the Muslims from India and experience real peace in pieces.,0
If unity is so important why is Modi destroying it?,0
RSS is not military... And BJP is not Hindu nationalist party,0
lol ...YOGENDRA YADAV....communists are in thier last stage in india....they are only left in kerela state which they will loose in next election...thier bastion (tripura) is already down...LOL,0
No Indian Muslim likes Modi. He is responsible for the genocide of Muslims in Gujarat. Muslims also hate his ideology.,0
CPIM (Left) gets Lots of Money from West Countries But in India They donot have any Existance Till They Through free  Money And Wine to poor 🙄🙄🙄🙄,0
"India First with Modi
America First with Trump
China First with Xi
Britain First with Brexit 

Interesting times ahead",0
Western philosophy is completely different from Indian philosophy so  a person looking India from Western eyes will mislead,0
We want Modi again in 2019 to be PM,1
India is full of scum. Nothing but racist rapist and liars.,0
how can any country spend so much money on statues while so many farmers are committing suicide after going bankrupt ?,0
Bjp modi ji best,1
Go Modi Go back,0
go away bjp,0
Congres is tha best rahul gandi is the great,0
My vote for Modi,1
If government allows me to vote... I will vote all votes of my life to bjp,1
Hindhu heart land Rahul wave,0
This is the  time of India to change government and save India plss forget relations,0
agar modi nahi jita 2019 me fir India var me chala jaega,0
Oh my god all these godi media will suicide.,0
"I got 15,000$ from jasonanonymoushacker,wordpress,com through a PayPal hack transfer. They are incredible",0
Rahul Gandhi ji Very Good,0
only modiji  jay hind . sab choro ko bhagao,1
Modi jitega Congress ke baduo,1
we don't want modi as a  next PM,0
Next pm modi ji,1
2019 modi ji,1
Congress will come in power,0
"Why CAN BJP not focus on issues that matter to the people like Corruption, Power cuts, Water shortage, Poverty, High prices- instead of spreading hatred and fundamentalism??",0
"Rahul ji has done something   in 10days but 4.5 years central govt has done difficulty to people through note ban ,Gst and now they are again going to experiment with bank merger.Whatever modi told Rs15 lakh for all ,central pay commission for bank employees ,ex army people also not  got thier pension revised.Nothing has been fullfilled.How people can vote to Bjp",0
"As a British Hindu India dnt let modi go!!! Congress is anti Hindu secular party, dnt continue your 1000 year suffering and foreign rule like thick Hindus",1
"Just try to be objective about BJP for a moment. BJP has zero presence in TN, Kerala, Andhra, Telangana, Odisha, West Bengal ..and less than or equal to half vote strength in states like Maharashtra, Rajasthan, M.P, Bihar , Haryana, HP, Delhi, all states where Congress or it's allies are v well positioned now. Also, the Congress plus alliance partners are extremely well positioned in the 132 seats of the  5 southern states. Will probably win a minimum of 15 in Kerala, 35 in TN, 20 in Karnataka and 20 in Telangana and Andhra, a total of 90. BJP won't  cross 10 seats in South .You seriously expect any ally to come to BJP now ..and for BJP to cross 272 in the LS polls ?Good luck ..if you do..but I think it's going to be a Congress led UPA alliance that will be voted to power and BJP may not even cross 120-140 seats..if they are lucky.",0
go modi go,0
"Congress win the All India 
we love Rahul Bhaiya",0
Rahul bhai zindabad,0
well done Congrats for Congress zindabad,0
BJP spreaded hate against Congress across the country instead of focussing on major problems of India.,0
Modi is proud of India .,1
Modi will win.,1
I want modi to win 2019 elections.Yeh elections unke loye ek sabak tha.,1
Only for bjp,1
Modi narendra is a great lier PM of so far,0
Accept the truth no ifs and buts,0
Congress party zindabad zindabad Rahul Gandhi zindabad,0
Rahul  gandhi  pm 2019,0
godfather of all politician..SHREE NARENDRA.MODI....JAY HO..,1
Modi is best,1
"Modi achievements Demonization,petrol price,gst 28 percentage no other country has this much tax percentage, gdp rate decreased,Frdi bill, ATM not working properly ,if we withdraw money from ATM more than 3 times modi is charging money, our money withdrawal also we don't have freedom,modi should go and keep tea stall again...",0
Modi will be next PM,1
"BJP should win this election, if not than Modi, Amit Shah and Ambani can go to jail due to rafael deals and scams.",1
we want modi again,1
Modi only pm....2019,1
petrol prices hurt bjp most.,0
Digital Modi Digital Zeenews ha ha ha,0
WE DON'T WANT BULLET TRAIN WE WANT MAIL TRAIN MORE WITH GOOD FACILITY,0
"MODI ZINDABAD BJP ZINDABAD
INDIA ZINDABAD 🇮🇳🇮🇳✌✌🇮🇳🇮🇳",1
BJP in 2019 surely,1
"Bjp will loose because they are all fake, buying news reporter(anjana om kashyab, Sudhir, Vinod Mishra) ,helping top tier businessman (ambani, Vijay malya and neerav modi), scripting the whole of democracy according to himself, using war as a agenda for winning the election, roaming whole world, implementing gst and doing nothing with the GDP, degrading BSNL by promoting the usage of jio, conducting raids on his opposition and this endless but lemme give one description of this-
-Modi is in a partnership with Vijay malya and many other",0
Awesome ji...love you,1
Jai Hindu Jai narendra modi Jai Amit shah. next Prime Minister narendra modi,1
They both are trying not to laugh. Bech diya Desh ko,0
"you are confident, but we lost confident in u Mr shah 
so sorry, you have to be sent back home in 2019",0
Namo again modi again and public will gain 2019.wait and watch the modi magic 🇮🇳😀😘,1
"No more Bjp
No more Feku",0
"Bjp will win 350+ seats in 2019 LS election. Because of good governance by modiji. Opposite parties that ruled for 60 years divided india , ruined india. Congrees+ are not concerned abot hindus. Not telling bharat mata ki jai because christians and muslims will not vote them. Congress+ are creating caste and vote bank politics. They looted india thro bofors , 2g , coal , hawala etc. Sure vote for bjp to save Italy mafia.",1
Non sence,0
"2019 definitely it will be end of BJP for this Amit Shah, and other idiots of this party responsible.",0
Amit Shah please put all your efforts to win 2019 .....,1
 lier number 1,0
All educated vote for Modi...I am  already ready to vote Modi...Waiting for election date..,1
in 4 years Modi and Amit Shah could courage to come only in ZEE News :D :D hahaha samajhdaron ko ishara kaaafi...,0
Bjp win 2019,1
BJP in 19 !!!,1
BJP win,1
BIMARU States will elect Modi again. Rest of India can cry.,1
Modi again,1
Bjp out,0
only modi ji,1
To all Indians dont vote bjp.,0
Best ,1
Har har Modi gahar ghar Modi paisa lekar bhaga Modi,0
shameless BJP,0
Vote business development Pvt Ltd company BJP ... Marey huye Sohid Jawan k upor bhi rajneeti Kartey hai .. Harami party of India,0
All are unemployed and useless brain on road with flag,0
BJP fail,0
B j p is fake. Party he,0
Now everything clear .all film making by BJP because of election  and our 45 jawan shaheed in kashmir even daily we lost our jawan .,0
Salute to Sandeep Choudry...Not many anchors have guts to question BJP,0
BJP worst party .. Anti national party . Modi hatao Desh bachalo.,0
Go back Fake baba,0
This war for election,0
lier modi jhoota hain,0
Unemployment me 45 years ka record tod diya modi ne,0
"Modi duniya ka sab se bada fake hai.
Is ne elections keliye jawano ki laashe bhicha diye",0
Modi jhoota no 1😄😄,0
"Those WAR mongers and celebrations from the likes of Manoj Tiwari and unfortunately the prime minister must know that WAR kills,wounds people and politicians of the ruling party cheer in hiding.
The agenda of destabilizing Kashmir in the last 5 years is a reality. All the more reason that this duo of Modi and Shah must go and people should make a choice between War & Peace before they vote in the next election",0
Star rating zero,0
modi desh ka fraud hai,0
lier,0
indian people why not you select an educated PM?,0
Political parties are on their lowest level,0
Inshallah Rahul Gandhi will our next P.M.,0
"Bjp mean , Amit saha chor jetly chor modi fake faku chor chor chor chor chor chor chor chor chor chor...",0
Nationalism ko becha ja rha hai in every field even politics boluwood,0
Fake chahe kuch bhi kare hamare 60 crores kisan usko 100 %harayenge,0
Congres lawo Desh bachwoo,0
BJP modi go back Desh bachwoo,0
If congress cashed in last 70 years then why not Bjp can cash it ? Media and opposition needs to  be shunned for such question . Yes nationalism will bring victory for Modi and defeat  for congress . Tyagi you are intelligent but do you think Rahul is better than you if not why he not you? This answer your question . What you did and doing needs introspection. Indria has ignored our sacrifices . She released 93 K pow but failed to release our own security personnel. Army always fights but leadership cashes the outcome.,0
"Don't tray to teach the Indian or nation about nationalism,  we better know,  you bjp  don't know",0
BJP aur Gaurav bhatiya chor hai Modi bhi thief hai,0
Modi ji u r great PM,0
"I think all opposition party to stop participating in any news channel debates. All news channels are purchased by bhartiya jumla party. They are breaking all the words spoken by opposition. No debates no press conference any more. Once opposition do so, jhandu media will be finished without TRP.
All opposition party just go to public and tell them about the jumla baba's failures in his tenure.
Jai Hind. Bharat Mata Ki Jai.",0
Debate is useless. There is no proper reply by the ruling nor opposition Pls do not invite them. It is better to invite common man.,0
B.  .j.  p.  fraud party  hai,0
bjp fraud,0
Bjp cheap kam kaorti hai,0
Only Modi rij,0
Fake bjp ko Bahar karo,0
love u modi,1
Bjp fraud ki party hai,0
Next pm of India Rahul Gandhi,0
modi fraud.,0
"*Fake modi NE ,, 5 ,, SAAL ME EK BHI 
WADA PURA NAHI KIYA JO ,, 2014 ,, ME BOLA THA* ,,,,370,,,, EK BHI KASHMIRI PANDIT KO NAHI LEJA PAYA KASHMIR ME ,,,, ITNI BHARI BHUMAT HONE KE BAAD BHI ,,,, RAM MANDIR PE EK ORDINANCE YA EK KANOON NAHI BANA PAYA ,,,, GAU MAATA PE EK KANOON NAHI BANA PAYA ,,,, GANGA KI SAFAI ,,,, NO JOBS ,,,, NO VIKAS ,,,, NO DEVELOPMENT ,,,, PETROL KA RATE ,,,, DOLLAR ,,,, GAS KA RATE , 1000/- PAR KAR DIYA THA ,,,, G S T ,,,, AAB TO BJP KE MANTIRI NE BOLA HAI NOTE BANDI KARKE KISANO OR SAB KI KAMAR THODI HAI FEKHU MODI NE ,,,, OR ,,,, BHUT SE JHOOTHE WADA KIYA THA JO BAAD ME BOL DIYA KE WO TO EK JUMLA THA ,,, BESHARAM JUMLA PARTY ,,, B J Pigs ,,,,",0
"Congrajulation pakistan air force to defeat india in dog fight 
ACCORDING to western media",0
"B J P ,,, Fake MODI OR INTELLIGENCE ,,, 
SAB KA FAILURE THA ,,,, JISKE WAJAH SE ,
HAMARE JAWAN O KI SHAHADT HUWI THI .
INFORMATION HONE KE BAAD BHI ITNI LAPARWAI KIU HUWI !!! , 300 Kg , VISPOTER KAISE AYA USKE BARE ME BATAYE fake MODI ,,, BESHARAM JUMLA PARTY ,,, B J Pigs ,,,,",0
modi  jee u r great,1
Unemployment and inflation is the     greatest problem which youth has been facing,0
This debate is not useful atall.Let our powerful forces give the befitting reply to our adversary and the need of the hour to debate abt the problem of the people of this country,0
Modi next PM,1
Modi again love from tamilnadu 🙌,1
"No words for modi , he is true leader India got today long live iron man",1
Modi and wtf is this raga ? Give his original name Raul vinci Antonio maino,1
"Modi, Once More!!!",1
Rahul gandhi because he is educated n  from a big family who can help our country develop instead of village uncle who smokef bidi in khet,0
Modi to gya is baar...haan India hamesha aage tha Pakistan se or aage hi rhega....sena pe rajneeti achhi nahi..sabhi partiyan ispe rajneeti kar rhi hai..,0
modi will loose he taking the advantage of war ind vs pak with this help of he increased his vote for next election modi m will loose,0
"TIMES NOW, please stop serving fake bullshit to Nation and get lost,. We all know that you are ball lickers of BJP",0
MODI IS BEST......EVER,1
Congress want to escape from scam and court cases so only reason but not save India,1
I think fake reporting.. Modi will not win again ..,0
"Stupid Results...
Only for Modi 83 % 
The total of our Alibaba 40 Thieves Alliances 
Will cross more than 💯% 
30 days 30 PMs...
All State people can celebrate...
Destroy People Democracy...
Encourage Dynasty politics...",0
People of India will like to employ Mamta Banerjee and Mayawati as sweepress and will vote 99% for them to become as sweepress. Rahul Gandhi will be voted as 100% to become as peon to serve water and sweep floors in India.,0
Modi is great leader but congress is the best for India,0
Only namo...baaki sab chor,1
Modi ji you are the best . 2019 elections won by modi !!,0
Congress will win,0
Modi is the good leader and best ruler,1
In these 5 years our country would have achieved much greater things. But because of the opposition parties we couldn't.,1
"Modi is a popular leader .Congress don't make poor farmar fool again .Vote for BJP and not for looterue , corrupt congress Party ever .",1
Complete Paid Media... False Information 👍,0
Modi onlyyyyyyy,1
BYE - BYE MODI.  BJP MOST CORRUPT PARTY AND BIG JATTIWADI PARTY.,0
"Anti Modiji talk of 2points , Unemployment & farmers as if there was every body highly employed, there was 3lacs Suicide under UPA ,now there r n no. Of reforms in farmers sector.in Bharat arranging1lac people for Satyagraha is no big deal ,u can't make every body happy but Imandar r very happy only beiman,fraudster r unhappy...",0
"Mishra,Tanvir, & one more has no brain & they r just Modi hater & can't digest popularity of BJP, Modiji.they r all bootlicker of one family...",1
Modi again,1
Fuck Modi and his terrorist alies . We need a leader like Vajpayee ji.,0
Rahul next pm banega ab India ka,0
This is BJP channel,0
Only Modi Only Development 👍🇮🇳,1
Only congress.,0
Congress will win 347 seats.bjp win 76 seats only. All are wait and see.,0
Online poll lol this guy is dumb. Most of India has no internet,0
"Leave Rahul...,,,Modi is good leader but very biased and unfair leader....he doesnt rewards south india much......m.wastes money on useless statues..(to the motherfuckers who think its a great tourism and great leader:pussy tourism cant feed the poor...)..his ego problem with south leaders and few north indian leaders(non_bjp ruling parties) is leading to loss to whole state......he said he will built amaravathi (ap capital) as better as delhi...but gave 1500 croes and wasted 3000 crores on pussy statue[people first later only the useless rocks]..) to Andhra pradesh poor people  centre govt. Proposed 700 crores...but Jaitely(F.M) deposited only 350 crores and too back them without intimating State officials...and also he has more problem with leadrrs of Ap ,tamilnadu,kerala,karnataka and west bengal,delhi etc.....so he has ego problem with CMs of these states and he is showing the pressure on whole population of these states...
So this motherfucker chaiwala,selfish.cheap thinking Greedy scum Modi should be out of ministry...........",0
Poor become more poor  times now supports bjp it's clear thank you.,0
Please vote Modi... Modi is India's greatest prime minister... Love from the UK,1
"If at all Modi doesn't win, this country is not a better place for me to live.",1
So in short Rahul pappu Gandhi will caught unemployed by neck and provide employment. Chutya,0
"Left ,Lutyen and liberal mafais are actually spreading fake news ---+-+the wire ,the quint ,the scrolls ,the NDTV are actually neutral. What a funny argument by sympathisers of Choorbandhan parties.",0
Modification is necessary,0
Online poll is very insignificant.,0
Common people love modiji only. Those who hv black money love RaGa.,1
Only modi ji we want For next 10 years atleast .. Pappu will be in jail for National herald Ghotala ...,1
"We vote to BJP leader's. 
We don't want Italian Conggress.",1
Times FRAUD,0
"THE IDIOTS AT IT Again
Congress is NOT even in Contention.",0
"Times Now poll for Modi? No, that’s shocking 😋",0
"Bjp spoke person was bad,they should send better people to defend the party, even thought satisfaction is high (very good + good = 82%)he is not able to defend.",0
Namo again.....,1
Undoubtedly Modiji will win,1
Our modi ji sir wil win 2019 election,1
Modiji works for india tirelessly.,1
Never seen a more capable leader like Modi Ji in current times.,1
Modiji..again...now India is in a good track under NDAs leadership,1
Very First Leader (Modi) seen in Indian History since 1947 after our beloved Real P M Subhash Chandra Bose .We learnt to stand by Nation & to follow National Interest at any cost.,1
Modi is a very experienced and senior politician with more than a decade as CM of Gujarat and full five years as PM. Rahul is widely dubbed as a joker and there is simply no comparison between Modi and Rahul. It is shocking that Congress continues to project Rahul as PM candidate which is suicidal for Congress. The grouse against Modi is only that he is not very educated and gives preference to Gujarati people.,1
"Namo again... He has really done good work... Swach bharath, gas, roads, safety, electricity, ayushman bharath, GST, demonitation... N many... I very much satiesfied PM...proud of my PM... I will vote for BJP",1
Modi is nightmare for terrorists and Pakistan,0
Hahaha..Who can stop Modi... Congress better renounce its efforts to fight against Modi..,1
"we muslims are getting bad name,Nine held for ISIS links planned mass killings by mixing poison in food and drinks: Maharashtra ATS,all this terrorist are are sponsoredby congress,and oppostion,India today,NDTV,Wire etc 
bcoz of u some bastard Muslims 30cr innocent muslims killed through out world ,Gujrat riots was done by congress and innocent muslims got killed, 3000 sikhs were killed by congress and u support ISISI and terror group we R ill treated  through out world,know whom to support,Modi is great man we have respect in all muslim country",0
"what is benefit of janadhan yojan for poor people bloody sanghi,, even they forgot that Jan dhan yojan,,,,",0
My vote to Modi to save India.,1
Cylde Crasto answered the minority question perfectly. Congratulations!!!. He never felt threatened because he always thought himself as an Indian. Only those who never wish to identify as an Indian feel threatened.,0
"Congress and supporters always distract, after defeat in  election,what will be the excuses",0
#NAMO_AGAIN,1
The opposition will never accept the poll .Let them be happy . NDA will return with the bang.,1
"Does your sample reflect the Indian electorate and its diversity statistically. If you ask the wrong question to a wrong sample  you will get the wrong result 
What do you expect from aVineet Jain owned channel",1
This a fake poll by a discredited Modibhakhat channel. Hitler was very popular till he committed suicide,0
"Modifying India... India with Modi, i am with the selfless worker Modi Ji... #namoagain2019",1
MODI 2019.....He is the best. I am a son of farmer........Congress don't make farmer fool.,0
"The Indians are fool. The Indians want Mr. Modi to clean the streets, build the toilets, defend the Nation, eat for the Indians,, fart for the Indians and shit for the Indians. Much of the fault lies with the stinking Indian Media People. Media should teach people to be self-reliant instead of being beggars. In fact, since August 15, 1947, the Congress Party and the Parties of the so-called Grand Alliance and their cohorts in Indian Media   cohorts -  companions, compliances, pals, followers - The  UNETHICAL INDIAN MEDIA PEOPLE   has turned Indians into beggars",0
Petrol hikes.......,0
Rahul is great,0
"We all should know! Anybody who watches politics closely maybe supporting Modi! But, the majority may not have access to FACTS! Sad it is! Jai Hind!

Only Modi can save India!!!",1
Supari-Media k congressi dalal,0
India today gets irritated with reality,0
Modi ji u r great PM,1
modi is soo boring biased that I stop watching IT,0
There was no IT wing when Vajpayee was PM. Now BJP IT Wing does its magic. Thanks to Social media to help fooling people.,1
I also predict nda gonna get 45% वोट share this timeb,0
"1550+ votes from my friends, family, relatives to Modi ji. Jai Shree Ram ❤️",1
"Namo again! There is no alternative...enough of coalition governments, enough of congress and its scams, dynasty/nepotism and fake garb hatao....people will rise above caste based politics and focus only on transparency and development. Modi and his govt have delivered 80-90% of their promises with integrity and honesty...with another 5 yrs term, I'm sure they will deliver more...",1
Vote for BJP get stable government,1
"This exercise is looks to me is trying to show that BJP will not win the election , these Rahul and Rajdeep are paid for this and they are such a shameless people I have seen",0
"The real wonder for Bharatmata will come from Bengal as 2019 Elections approaching  the deadline !
We have lost 70 years under the Congress people. Modi has advanced India from no. 10 to  no. 5 in just 4 years !!!
Modi is our Teng Xiao Ping. Throw open the Indian economy to Investors from around the world and kill license raj of the Sowjets !!!",1
"Why u r misguiding us, 
Its fake data u r showing...
Modi ji will win , I will take two days leaves from office, for only support modi ji,
Jai hind.",0
If terrorists are afraid of modi in the first place then they would fear  to do any attack but reality is they are not delusional by false propaganda of it bhakths and fake chest thumping.,0
"BJP did very little good in this 4 years.. I don't think they will make it again at the centre on their own, they need the support of regional parties..",0
OBNOXIOUS voice of OBNOXIOUS and FILTHY anchor BAAJDEEP .,0
I will vote for Modi........ always,1
Terrorists made modi work damn easy,0
"The so called journalists like Rajdeep, Sarikha, Burkha (who recently resurfaced in a different avtar in a new channel Tiranga (the world ""Tiranga"" is communal for these journalists). These journalists should bear in mind that their points of view have no takers in the country and people prefer to ignore them the moment they see their faces in news channels. It is better for any media house to remove them or totally conceal their identity in their rooms if they have any hope to improve their TRP. People treat these journalists with utmost contempt which they very well deserve.",0
Kichidi Anti-national corrupt remote control party has not chance,0
"BJP is going to win again!.
The entire country is going to enjoy the benefits of Demonitisation &GST.",1
"At present When it comes to defending motherland india no other party can comes near to Bjp & co. . they have shown maturity by allowing our forces to do air strike against Terrorist , while the opposition are still questioning about the air strike & terrorist .",1
My vote for bjp,1
"Had that's been any other government expect Modiji's, was it possible to bring ABHINANDAN home within 40 hours of POW.",1
"DATA CHODOO BETA........ ONLY ONE PROBLEM IN INDIA , THE REAL PAIN IN THE NECK AND ELSEWHERE A--. IS    KASHMIR / CASH MORE FOR THE    ANTI-NATIONALS ,  TAXING FOR THE PATRIOTS . REMOVE ARTICLE 370 & 35 FLUSH IT OUT , MORE THAN 50% PROBLEMS WILL SETTLE DOWN WITH IN 6 WEEKS , NO POLICE , NO ARMY , OUR BIHAR UP MP JHAKAND CHATTISGARH ODISSA HARYANA PUNJAB AND MAHARASHTRA MEN WILL SETTLE DOWN AND TAKE CARE OF BOTH THE PANDITS , CASHMORE MUSLIMS. LET THEM PELT STONES , THEY TAKE OUT BRICKS FROM HOUSE  BEAT THEM BLUE AND BLACK . THEY TEACH THEM MEANING OF REAL SECULARISM .",0
BJP gonna come in 2019,1
"There is no replacement for MODI..
NAMO Again♥️",1
BJP will win the election 2019.,1
"Modi deserves one more chance.He has done reasonably well on all front especially in road and infra.Corruption free government is the biggest achievement. I am sure in sdc9nd term they will do even better.so this time do not vote like a yadav, Baniya,gurjar and brahmin. Vote like an Indian",1
"I will definitely choose BJP because they are running more honest government, then the Congress, Congress has done many scams, and India lost hundreds of billions of rupees and the Congress could not save India from terrorism. If something happens in Kashmir, then it is acceptable, yes 370 and POK due to the problem is so bad but acceptable, but terrorism can not be tolerated throughout the whole of India. What happened to 26/11? And if we talk about GDP, then some are the best for India last year. We are the fastest growing country in the world.",1
Only Modi sir think about our nation but all others think about for themselves only,1
We need BJP,1
"Hope Bengalis throw others, vote only to Modi for making Bengal as Gujrat.",1
"People say there is No corruption BJP tenure.. Why because they have legalized corruption "" Electoral Bonds"", they have spent 4200+ crore on Advertisments",0
why rahul kanwal worried about bjp lost...he is just anchor not bjp anchor,0
Bjp will lose,0
Namo will be voted back to power again with brutal majority in parliament... May  God bless India & BJP 😍,1
